latitude, longitude
46.0578328494517, 14.5087855753671
46.0577767892055, 14.5087881852336
46.0577739918254, 14.5086642254916
46.0577690734354, 14.5085763363457
46.0577571776559, 14.5082924291496
46.0577102617745, 14.5076392774466
46.0576718043174, 14.5070701913426
46.0576698344046, 14.5066163095893
46.0576687887307, 14.5063755475662
46.0576299747857, 14.5060354766829
46.0577041294122, 14.505812127674
46.057744898761, 14.5056082161335
46.0577758186292, 14.5054558199375
46.0578042127321, 14.5052193082056
46.0578459880438, 14.5047504412064
46.0578232451337, 14.5042182983201
46.0578053768115, 14.5040625951534
46.0577699814539, 14.5037866056651
46.0577037920738, 14.5034644862777
46.0576707936356, 14.5033254632612
46.0576398640949, 14.5032078752594
46.0575558536833, 14.5029452420163
46.0574201193103, 14.5026051400315
46.0573182869978, 14.5024038029115
46.0572299947909, 14.5022543001187
46.0569900091991, 14.5019002873734
46.056888824329, 14.5017852728612
46.0565910546889, 14.5014471667058
46.0571420013512, 14.5009210855839
46.057478257013, 14.5005553894904
46.0581611715549, 14.4998816702206
46.0583052581143, 14.4997268202758
46.0591688963982, 14.4988207315946
46.059719637481, 14.4982301075928
46.0601744535286, 14.4976784633566
46.0602301789877, 14.4977637889558
46.0602301789877, 14.4977637889558
46.0601744535286, 14.4976784633566
46.0609251377368, 14.4967679349185
46.0611679509927, 14.4964979083969
46.0614359632328, 14.4962485927919
46.061610428613, 14.4961072830679
46.0629612769398, 14.4951453044891
46.063380268547, 14.4948563323915
46.0635663018216, 14.4947476008809
46.063773321379, 14.4946434560143
46.063957883698, 14.4945670581114
46.0644579899267, 14.4943714254937
46.0645486040963, 14.4943334938299
46.065085015106, 14.4940445919993
46.0654620834479, 14.4937381433346
46.0661955124191, 14.4930410294165
46.06751268712, 14.4918187325093
46.0676298650736, 14.4917853351888
46.0680775968165, 14.4913263263944
46.0680901312312, 14.4913128936119
46.0682000976443, 14.4911951520008
46.0685703923384, 14.4908237104935
46.0700389028186, 14.4894063998578
46.0705152535255, 14.4889514705229
46.0707235570775, 14.4887734751915
46.0708096653921, 14.4886947257317
46.0722648662563, 14.4873439957759
46.0724775350757, 14.4871577957772
46.0734784068686, 14.4862188458413
46.073504211293, 14.4861955917397
