latitude, longitude
46.2253862737911, 14.6137388417321
46.2257496302613, 14.6139228428992
46.2257448900574, 14.613943792412
46.225702623036, 14.6141349092966
46.2256637467323, 14.6143166710768
46.2256531986528, 14.6143649744332
46.2256426547206, 14.6144122404513
46.2256078156365, 14.6145653169248
46.2255973572909, 14.6146125822491
46.2255850555242, 14.6146721680069
46.2255515228083, 14.6148392427109
46.2254135261386, 14.6147129127874
46.2250164455763, 14.6144122427759
46.2247161257025, 14.6142029321157
46.224489302918, 14.6140436603761
46.2242518914487, 14.6138660574241
46.2240823977791, 14.6137382733621
46.224035491289, 14.6137028291688
46.2237929061916, 14.613485858656
46.2236320044898, 14.6133446607078
46.2234608341974, 14.6131738571135
46.2233633167027, 14.6130720082729
46.2232504496735, 14.6129543276105
46.223083071365, 14.6127611999959
46.2228038128026, 14.6124232962561
46.2225637356551, 14.6121247828161
46.222248659588, 14.6117324381061
46.2221353631643, 14.6115948019926
46.2220625422255, 14.6115062667961
46.2217954986582, 14.6112158631926
46.2215665081936, 14.6110028316017
46.2213858814186, 14.6108560866567
46.2213858814154, 14.6108560866606
46.2213858814154, 14.6108560866606
46.2213858814186, 14.6108560866567
46.2214656873838, 14.6103055211765
46.221525942732, 14.6098794042928
46.2215553692767, 14.6096727055118
46.2215657397753, 14.6096001735828
46.2215815566805, 14.6094901348245
46.2216139906361, 14.6092682475223
46.2216196237868, 14.6092313991477
46.2216279999851, 14.6091811747333
46.2216474928047, 14.6090685167908
46.2216749310203, 14.6089099246784
46.2216834888176, 14.608861126912
46.2216879037827, 14.6088368532456
46.2216926800899, 14.608812579362
46.2216952453765, 14.6088003762806
46.2217006528403, 14.6087758407383
46.2217090690582, 14.6087393513094
46.2217442339004, 14.6085905556445
46.2218058467909, 14.6086207790863
46.2218058467909, 14.6086207790863
46.2217442338505, 14.6085905556522
46.2217550061261, 14.6085449741079
46.2217998696779, 14.6083529405839
46.2218113111039, 14.6083050191489
46.2218173471589, 14.6082812575166
46.2218271193191, 14.6082451593436
46.2218408116061, 14.6081972217327
46.2218513938508, 14.608161634356
46.2218587778724, 14.6081379840782
46.2218665281324, 14.6081151175895
46.2218746404102, 14.6080927667143
46.2218872981286, 14.6080594841214
46.2219388496612, 14.6079274182368
46.22196462289, 14.6078617800131
46.2220597027492, 14.6076212912051
46.2221045677409, 14.6075087139412
46.2221124159743, 14.60748817181
46.222119096343, 14.607469586712
46.2221221245042, 14.607460104938
46.2221249737303, 14.6074504899485
46.2221276359924, 14.6074398493602
46.2221299371794, 14.6074288094483
46.2221319665707, 14.6074177793988
46.2221336358011, 14.6074066142708
46.2221349498399, 14.6073953219404
46.2221359865834, 14.607384037139
46.22213657966, 14.6073727658084
46.2221366309956, 14.6073610964529
46.2221363204609, 14.6073494328609
46.2221355589653, 14.6073378967215
46.2221345278677, 14.6073263696392
46.2221341600504, 14.6073100551628
46.2221292790056, 14.6072920617994
46.2221268168209, 14.6072805347133
46.2221241629413, 14.6072691545806
46.2221212464464, 14.6072578981758
46.2221178794317, 14.6072468966008
46.2221142437133, 14.6072361635821
46.2221103381598, 14.6072256896338
46.2221060739282, 14.6072153503892
46.2221015404438, 14.6072052797052
46.2220968310996, 14.6071953297531
46.2220915739448, 14.6071851321461
46.2220805324757, 14.6071653792001
46.2220690371149, 14.6071460179881
46.2220456000552, 14.6071078091002
46.2220277752384, 14.6070794202616
46.2220038984205, 14.6070425184384
46.2219318084243, 14.6069323370528
46.2218852228097, 14.606861254033
46.2218679508054, 14.6068344160256
46.221850306102, 14.6068066787844
46.221820905171, 14.6067594368177
46.2217387472957, 14.6066269006318
46.2217213771705, 14.6065983869953
46.2217044503591, 14.6065696019818
46.2216768376841, 14.6065211867585
46.2216440686285, 14.6064628376516
46.221627947844, 14.6064333934167
46.2216175352228, 14.6064133822968
46.2215329210576, 14.6063504752537
46.2215023421262, 14.6063274874518
46.2214792539418, 14.6063109348499
46.2214636451378, 14.606300547729
46.2214555305985, 14.6062955506341
46.2214392181048, 14.6062862058015
46.2214063133566, 14.6062685545883
46.2212326224577, 14.6061780349016
46.2212078372786, 14.6061652510843
46.2211912532369, 14.6061569399576
46.2211744914696, 14.6061491609828
46.2211659294657, 14.6061454583282
46.2211486338746, 14.6061384561663
46.2211225050414, 14.6061283965241
46.2205212556853, 14.6059064108633
46.2204863908381, 14.605893310736
46.2204604452759, 14.6058827420914
46.2204351222238, 14.605871002028
46.2204099774488, 14.6058587314131
46.2201923124091, 14.6057500007231
46.2200080034018, 14.6056582574151
46.2199829451503, 14.605645608202
46.21996627351, 14.6056369111783
46.2199580663989, 14.6056323065975
46.2199498604759, 14.6056275698891
46.219941747556, 14.6056225738086
46.219933815487, 14.6056173137668
46.2199259665531, 14.605611799171
46.2199182039148, 14.6056061494607
46.2199028674115, 14.6055943376073
46.2198798670537, 14.6055762266116
46.2197125463752, 14.6054436752602
46.2197274837371, 14.6054045401959
46.2197274837371, 14.6054045401959
46.2197125463752, 14.6054436752602
46.2196807474431, 14.6054184847097
46.2196576501927, 14.6053999963961
46.2196348224369, 14.6053808376436
46.2196124353577, 14.6053606488333
46.2195829179844, 14.6053329988857
46.2194288254567, 14.6051866020106
46.2193503817349, 14.6051121192842
46.2193219491053, 14.6050848525851
46.2193001886578, 14.6050637473094
46.2188912967542, 14.6046587956816
46.2188696282247, 14.6046373008403
46.218826292953, 14.6045941972734
46.2188046218625, 14.6045724438038
46.2186306201943, 14.6043937979285
46.2182393703075, 14.6039922283009
46.2181309197909, 14.6038806335416
46.2177285584287, 14.6034667060298
46.2176079151068, 14.6033423652741
46.217586699505, 14.6033207510788
46.2175653022656, 14.6032996468988
46.2175579884811, 14.6032928307818
46.2175433697543, 14.6032798432399
46.2175285674399, 14.6032671212659
46.2175136824641, 14.6032547883309
46.2171733302642, 14.6029769026465
46.2171346250835, 14.6029458149518
46.2170954681375, 14.6029152534971
46.2170716554341, 14.6028975372807
46.2170636284472, 14.6028920246491
46.2170556041105, 14.6028866417399
46.2170475738737, 14.6028817699247
46.2170315300918, 14.6028725593775
46.2170152129693, 14.6028638587053
46.2169988126411, 14.6028555478624
46.2169824067701, 14.6028473794623
46.2169659127153, 14.602839590643
46.2169493309723, 14.6028323230068
46.2169407747241, 14.6028288853318
46.2169236580028, 14.6028225289751
46.2168978043258, 14.6028135091658
46.2167250321619, 14.6027556628966
46.2166904467723, 14.6027443815522
46.2166644138027, 14.6027365418477
46.2166384825041, 14.6027299798174
46.2166037296882, 14.6027223260882
46.2163688984291, 14.6026717987135
46.2159628163465, 14.6025845393185
46.2159275232903, 14.602576767871
46.2159113159924, 14.6025732482477
46.2158863710402, 14.602567338185
46.2158421532381, 14.6025561271252
46.2157185083004, 14.6025239696055
46.2157009450837, 14.6025191767347
46.2156832925333, 14.6025141210869
46.2156658178192, 14.6025084130923
46.2156575319018, 14.602505491738
46.2156327508967, 14.6024954352922
46.2155916629854, 14.6024777234588
46.2154489232325, 14.6024145960162
46.2154233351383, 14.6024028636905
46.2154063894897, 14.6023945595594
46.2153816042422, 14.6023812574612
46.2153569853272, 14.6023673118135
46.2152259918746, 14.6022916622737
46.2151189760383, 14.6022298422363
