latitude, longitude
46.0011493722894, 14.0258286564741
46.0012348035283, 14.0257408648185
46.0012230092816, 14.0257172312006
46.0011887613013, 14.0256154507557
46.0011507070788, 14.0254794019036
46.0011039068265, 14.0252890079393
46.0010935251325, 14.0252420665319
46.0010270494699, 14.0249393229103
46.000973536924, 14.0246584088948
46.000925010474, 14.0244133181773
46.0008828524259, 14.0242184563563
46.00084440345, 14.0240364512779
46.0008169494884, 14.0238883293877
46.000785809794, 14.0237300757685
46.0007522278783, 14.0235598584604
46.000742335068, 14.0235182044936
46.0007227811146, 14.0234621238766
46.0007046163796, 14.0234215300224
46.0007131687287, 14.0233068556299
46.0007195346323, 14.0232195898452
46.0007329292651, 14.0231134846556
46.0007439389049, 14.0230125861598
46.0007551565566, 14.0229354425528
46.000764350391, 14.022884674788
46.0007699330222, 14.0228540990031
46.000782640538, 14.0228043046144
46.0008082215298, 14.0227338685705
46.0008409509692, 14.0226683518683
46.0008785553104, 14.022604555905
46.0009443361844, 14.0225110764102
46.0009699701661, 14.0224682811269
46.0009841904435, 14.0224370443285
46.0009957297737, 14.0223872600443
46.0010011675467, 14.0223290650748
46.0009993491394, 14.022264158313
46.0009954831855, 14.0222223947498
46.0009759907627, 14.0221116800653
46.0009742051296, 14.0221015383274
46.0009406224802, 14.0219313261671
46.0009007122499, 14.0217650169549
46.0009255003125, 14.0217527690284
46.0009255003125, 14.0217527690284
46.0009007122499, 14.0217650169549
46.0008948980391, 14.0217407876533
46.0008700465732, 14.0216131540535
46.0008458980572, 14.0214626454694
46.0008325094665, 14.0213597271881
46.0008259952191, 14.0212610797648
46.000820305277, 14.0211331005014
46.0008216079988, 14.0210126215945
46.0008281671489, 14.0209382706626
46.0008386466847, 14.0208699141189
46.0008476446273, 14.020806491521
46.0008541613556, 14.0207380829115
46.0008596887105, 14.0205543855253
46.0008603428153, 14.020347676868
46.0008573469874, 14.0202399192345
46.0008567376426, 14.0202111438427
46.000847730695, 14.0201259573864
46.0008340985496, 14.020068100039
46.0008182078942, 14.0200204898645
46.0008000772477, 14.0199832352777
46.0007655333906, 14.0199420137584
46.0007341641332, 14.0199152031964
46.0006961174451, 14.0198954753839
46.0006675122004, 14.0198856511721
46.0006289390919, 14.01987871979
46.0005741865897, 14.0198728488025
46.0005361285214, 14.0198837197132
46.0005077559497, 14.0199013913808
46.0004840972282, 14.0199231205356
